,Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_AgeGroup,Defendant_IndigencyStatus,PriorConvs_Fel,PriorConvs_Misd,PriorFTAConvs,PriorVPRAIViolConvs,PriorVPRAIViolConvs_Fel,PriorVPRAIViolConvs_Misd,WhetherDefendantWasReleasedPretrial,BondTypeAtInitialContact,BondAmountAtInitialContact,ContactEvent_WhetherOffensePunishablebyIncaration,CaseType_MostSerChargeinContactEvent_regardlessofFinalDisp,CurrentCharge_VPRAIViolent,CurrentCharge_PSAViolent,FinalDispositionAllCharges_v1,ImposedSentenceMostSeriousConvictionInContactEvent,VPRAI_TotalPoints_Opt1,VPRAI_RiskLevel_Opt2,VPRAI_TotalPoints_Opt2,VPRAI_RiskLevel_Opt2,VPRAI_PTPlacementRiskLevel,PSA_FTA_TotalPoints,PSA_FTA_RiskLevelScale,PSA_NCA_TotalPoints,PSA_NCA_RiskLevelScale,UnemploymentRate_October2017_BureauofLaborStatistics,GiniIndex,WhiteAlonePercentage_PopulationEstimate_2017_Census,AfricanAmericanAlonepercentage_PopulationEstimate_2017,AsianAlonepercentage_PopulationEstimate_2017_Census,Male_MedianAge_2017Census,Female_MedianAge_2017Census,FollowUp_ArrestedforNewOff,FollowUp_ChargedWithNewFTA,NewArrest_VCC,NewArrest_Type,NewArrest_VCCClassification,NewArrest_Disposition,FollowUp_ArrestedForNewOffPunishableByIncarceration,NewArrestPunishableByIncarceration_Type,FollowUp_NewFelonyArrest,NewFelonyArrest_VCC,NewFelonyArrest_VCCPrefix,NewFelonyArrest_VCCClassification,NewFelonyArrest_Type,NewFelonyArrest_Disposition,FollowUp_NewVPRAIViolentArrest,NewVPRAIViolentArrest_VCC,NewVPRAIViolentArrest_VCCPrefix,NewVaCode297ViolentOff_VCC,NewVaCode297ViolentOff_Disposition,recid
16831,M,B,33,3,0,3,11,2,0,0,0,1,1, ,1,S,0,0,5,0,7,4,8,4, ,2,3,4,3,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16832,M,B,53,5,0,0,3,0,0,0,0,1,1, ,1,F,1,1,1, ,4,3,5,3,1,2,3,5,4,3.9,.43,81.8,12.9,1.2,36.6,40.6,1,0,LIC6815M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
16833,M,W,33,3,9,0,0,0,0,0,0,1,3,3000,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.1,.45,80.8,11.9,2.6,35.4,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16834,F,W,37,4,1,0,0,0,0,0,0,1,4, ,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3.1,.44,93.3,4.4,.7,43.6,46.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16835,M,W,68,7,1,0,2,0,2,0,2,1,3,1500,1,M,1,1,2, ,3,2,4,2, ,1,2,2,2,3.4,.43,89.7,7.1,1.3,45.6,47.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16836,M,A,18,2,0,0,0,0,0,0,0,1,3,1000,1,F,0,0,5,12,3,2,4,2, ,0,1,2,2,3.4,.43,89.7,7.1,1.3,45.6,47.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16837,M,B,25,2,1,0,9,1,3,0,3,1,1, ,1,S,0,0,1, ,5,3,6,3, ,4,4,8,5,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16838,M,W,30,3,1,0,2,0,1,0,1,1,1, ,1,M,1,0,5,6,6,4,7,4, ,1,2,4,3,3.3,.42,79.5,14.9,1.7,38.5,39.7,1,0,PRT5007M1,M,M1,1,1,M,0, , , , , ,1,PRT5007M1,PRT, , ,1
16839,M,W,56,6,1,0,3,0,1,0,1,1,3,2000,1,M,1,1,5,3,2,2,3,2, ,1,2,4,3,3.9,.43,64.5,32.5,.8,42.1,43.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16840,M,W,23,2,0,0,1,0,0,0,0,1,3,1500,1,M,1,1,1, ,6,4,7,4, ,2,3,4,3,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,REC6625M1,M,M1,1,1,M,1,ASL1316F6,ASL,F6,F,0,1,ASL1316F6,ASL, , ,1
16841,M,W,48,5,1,0,0,0,0,0,0,0,1, ,1,F,1,1,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16842,M,W,34,3,1,0,3,0,0,0,0,1,2,2500,1,M,1,1,5,12,2,2,3,2, ,4,4,7,5,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16843,M,W,61,6,1,8,2,0,1,0,1,1,3,2000,1,M,1,1,2, ,2,2,3,2, ,1,2,3,3,2.8,.39,90.9,4.5,1.7,39.6,41.5,1,1,NAR3022F5,F,F5,8,1,F,1,NAR3022F5,NAR,F5,F,8,0, , , , ,1
16844,M,B,50,5,1,4,8,3,1,0,1,0,1, ,1,S,0,0,5,.328542094455852,7,4,8,4, ,3,4,8,5,4,.4,38.4,59.5,.8,39.3,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16845,M,B,25,2,1,2,0,0,0,0,0,1,3,4000,1,M,1,1,1, ,2,2,3,2, ,1,2,3,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16846,M,B,23,2,1,0,3,1,0,0,0,1,1, ,1,M,1,1,1, ,7,4,8,4, ,5,5,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16847,M,W,30,3,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16848,F,W,39,4,1,7,13,1,0,0,0,1,2,1000,1,S,0,0,2, ,7,4,8,4, ,2,3,4,3,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16849,M,W,46,5,0,1,7,0,4,0,4,9,1, ,1,S,0,0,5,0,6,4,7,4, ,3,4,9,6,3.1,.37,87.6,9.9,.6,44.2,46.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16850,F,W,24,2,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,5,0,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16851,F,B,39,4,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16852,F,W,34,3,1,0,0,0,0,0,0,1,3,1000,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3.1,.43,88.3,6.2,3.5,42.6,46,1,1,CON5010M9,M,M9,1,1,M,1,NAR3022F5,NAR,F5,F,0,0, , , , ,1
16853,M,W,54,5,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.5,.45,96.7,1.5,.5,44.7,47.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16854,M,B,19,2,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,2,2,3.9,.45,94.7,2.9,.6,44.3,46.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16855,F,W,56,6,1,0,0,0,0,0,0,1,4, ,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.1,.38,76,13.7,5.8,37.6,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16856,M,W,39,4,0,0,1,0,0,0,0,0,1, ,1,M,1,0,5,12,2,2,3,2, ,1,2,3,3,4,.45,90.3,5.8,1.3,40.1,45.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16857,M,W,21,2,0,0,1,0,0,0,0,1,3,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,3,3,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16858,M,B,27,3,0,4,1,0,1,0,1,1,3,1000,1,S,0,0,5,0,2,2,3,2, ,1,2,5,4,5.1,.48,45.8,50.8,1.2,37.5,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16859,F,B,37,4,9,0,0,0,0,0,0,1,2,1000,1,M,1,1,3, ,0,1,1,1,2,0,1,0,1,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16860,F,B,34,3,9,0,0,0,0,0,0,1,3,2500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.7,.45,83,8.8,4.5,26.7,24.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16861,M,B,35,3,1,0,2,0,0,0,0,1,2,1500,1,M,1,1,2, ,6,4,7,4, ,2,3,4,3,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16862,M,B,31,3,0,0,5,0,0,0,0,1,3,1500,1,M,1,1,1, ,2,2,3,2, ,1,2,1,2,4.1,.43,49.1,42.4,3.4,32,35.3,1,0,ASL1315M1,M,M1,0,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
16863,M,B,27,3,1,0,7,0,2,0,2,0,1, ,1,F,1,1,5,12,7,4,8,4, ,2,3,7,5,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16864,M,W,46,5,0,0,0,0,0,0,0,0,1, ,1,F,1,1,3, ,0,1,1,1, ,0,1,0,1,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16865,F,B,25,2,0,0,2,1,1,0,1,0,1, ,1,S,0,0,1, ,2,2,3,2, ,3,4,3,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16866,M,B,38,4,1,1,10,1,1,0,1,0,2,5000,1,S,0,0,1, ,3,2,4,2, ,2,3,5,4,6.7,.5,17.9,77.7,1.3,35.5,40.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16867,M,B,52,5,0,9,10,1,1,0,1,1,3,2500,1,S,0,0,1, ,5,3,6,3, ,3,4,8,5,4.8,.42,40.4,54.6,1.4,33.7,37.3,1,0,LAR2339F6,F,F6,8,1,F,1,LAR2339F6,LAR,F6,F,8,0, , , , ,1
16868,M,B,30,3,0,2,1,0,0,0,0,1,2,1000,1,F,0,0,1, ,6,4,7,4, ,3,4,7,5,3.6,.47,63.6,29.6,3.3,36.8,40.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16869,M,W,41,4,1,0,1,1,0,0,0,1,3,2000,1,S,0,0,1, ,2,2,3,2, ,3,4,2,2,3.6,.47,63.6,29.6,3.3,36.8,40.1,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16870,F,W,48,5,1,0,0,0,0,0,0,1,3,1000,1,M,1,1,5,.328542094455852,0,1,1,1, ,0,1,0,1,3.2,.44,87.9,7.5,2.1,37.9,42.4,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16871,F,W,43,4,9,0,0,0,0,0,0,1,3,500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.2,.44,87.9,7.5,2.1,37.9,42.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16872,M,W,27,3,0,0,1,0,0,0,0,1,3,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,1,2,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16873,M,W,35,3,0,0,0,0,0,0,0,1,1, ,1,F,1,1,5,120,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16874,M,W,32,3,0,0,0,0,0,0,0,1,3,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16875,M,B,37,4,1,0,9,3,0,0,0,1,1, ,1,S,0,0,5,0,3,2,4,2,3,5,5,7,5,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16876,M,B,29,3,1,0,0,0,0,0,0,1,1, ,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16877,M,W,23,2,1,0,0,0,0,0,0,0,1, ,1,F,1,1,5,120,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16878,M,B,51,5,1,3,5,0,2,0,2,1,3,3500,1,S,0,0,1, ,7,4,8,4, ,2,3,5,4,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16879,M,B,60,6,1,3,4,0,2,0,2,1,2,2000,1,M,1,1,1, ,3,2,4,2, ,2,3,5,4,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16880,F,W,35,3,9,0,0,0,0,0,0,1,3,2500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,4.6,.52,73.8,15.9,6.5,27.6,26.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16881,F,W,62,6,9,0,2,0,1,0,1,1,3,3000,1,M,1,1,3, ,2,2,3,2, ,1,2,2,2,2.3,.44,75.5,9.5,10.8,34.6,35,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16882,M,W,33,3,0,12,6,0,0,0,0,1,2,4000,1,S,0,0,5,0,6,4,7,4, ,3,4,5,4,3.1,.44,93.3,4.4,.7,43.6,46.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16883,M,B,31,3,1,0,0,0,0,0,0,1,2,4500,1,S,0,0,5,0,0,1,1,1, ,0,1,0,1,4.8,.44,43,54.8,.7,40.3,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16884,M,B,28,3,0,0,0,0,0,0,0,1,4, ,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.9,.46,69,28.5,.3,43.7,47.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16885,M,B,35,3,0,0,3,0,0,0,0,1,3,1000,1,M,1,1,5,12,2,2,3,2, ,1,2,2,2,3.3,.41,68.9,23.9,3.7,37.6,40.2,1,0,LIC6809M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
16886,F,B,52,5,1,0,0,0,0,0,0,1,3,2000,1,M,1,1,2, ,0,1,1,1, ,0,1,0,1,3.3,.42,79.5,14.9,1.7,38.5,39.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16887,F,W,53,5,1,0,0,0,0,0,0,1,4, ,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,5.5,.55,98.3,.5,.2,43.5,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16888,F,W,32,3,1,0,0,0,0,0,0,1,4, ,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,5.5,.55,98.3,.5,.2,43.5,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16889,M,W,28,3,0,0,0,0,0,0,0,0,1, ,1,F,1,1,5,12,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16890,M,W,48,5,0,0,0,0,0,0,0,1,3,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16891,M,W,33,3,0,0,3,0,1,0,1,1,3,2500,1,M,1,1,5,6,2,2,3,2, ,1,2,4,3,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16892,M,B,23,2,1,0,0,0,0,0,0,1,2,1000,1,M,1,0,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16893,F,A,19,2,0,0,0,0,0,0,0,1,3,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,2,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16894,M,B,28,3,1,0,0,0,0,0,0,1,2,1000,1,F,0,0,1, ,5,3,6,3, ,1,2,3,3,2.8,.42,65.2,10.4,20,37.3,39.2,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16895,M,W,30,3,9,0,0,0,0,0,0,1,3,1500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.1,.49,80.4,16.1,1.5,47.6,49.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16896,M,W,32,3,99,0,6,0,2,0,2,1,3,1000,1,M,1,0,9, ,5,3,6,3, ,3,4,7,5,3.2,.46,92.6,5.6,.2,46.1,50.7, , , , , , , , , , , , , , , , , , , ,0
16897,M,W,38,4,1,0,5,0,2,0,2,1,1, ,1,F,1,1,5,12,5,3,6,3, ,3,4,7,5,2.6,.41,88.2,7,1.7,39.3,41.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16898,M,W,37,4,1,0,6,1,1,0,1,1,3,1000,1,M,0,0,5,0,3,2,4,2, ,4,4,5,4,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16899,M,W,45,4,0,0,0,0,0,0,0,1,3,2000,1,M,1,0,2, ,0,1,1,1, ,0,1,0,1,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16900,F,W,22,2,1,0,0,0,0,0,0,1,1, ,1,M,0,0,1, ,0,1,1,1,1,0,1,2,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16901,M,B,20,2,1,0,0,0,0,0,0,1,1, ,1,F,1,1,5,6,0,1,1,1,1,0,1,2,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,REC6648M1,M,M1,1,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
16902,M,B,39,4,0,0,0,0,0,0,0,1,3,2500,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16903,M,W,32,3,9,0,0,0,0,0,0,1,3,5000,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16904,M,B,23,2,1,0,1,0,0,0,0,1,3,1500,1,M,0,1,5,6,2,2,3,2,2,1,2,1,2,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16905,M,W,44,4,1,0,0,0,0,0,0,1,3,3000,1,M,1,1,5,0,0,1,1,1, ,0,1,0,1,3,.45,80.3,16.1,.7,44.7,45.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16906,M,W,28,3,1,0,3,1,0,0,0,0,1, ,1,M,1,1,5,12,4,3,5,3, ,3,4,4,3,3.6,.4,62.9,34.1,.3,42.8,48.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16907,F,W,35,3,0,0,0,0,0,0,0,1,2,2000,1,M,1,1,5,0,4,3,5,3, ,1,2,3,3,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16908,M,W,56,6,1,7,7,0,2,0,2,1,3,2000,1,M,0,0,1, ,5,3,6,3, ,2,3,9,6,4,.44,92.3,5.6,.3,48.5,51.4,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16909,M,W,35,3,1,0,4,1,0,0,0,1,2,1500,1,M,1,1,1, ,2,2,3,2,3,2,3,3,3,3.1,.37,87.6,9.9,.6,44.2,46.9,1,0,ASL1347F6,F,F6,0,1,F,1,ASL1347F6,ASL,F6,F,0,1,ASL1347F6,ASL, , ,1
16910,M,W,41,4,0,0,5,0,1,0,1,1,2,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,5,4,4.1,.45,63,33.1,1.6,29.6,34.7,1,0,DWI5413M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
16911,M,W,27,3,0,0,1,1,0,0,0,1,3,2500,1,S,0,0,1, ,6,4,7,4, ,2,3,1,2,4,.4,60.7,32.7,2.1,36.8,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16912,M,B,28,3,0,0,2,0,1,0,1,1,2,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,2,2,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16913,M,A,29,3,99,0,0,0,0,0,0,9,2,2500,1,M,0,0,9, ,2,2,3,2, ,1,2,3,3,3,.38,62.9,22.1,9.1,34.5,36, , , , , , , , , , , , , , , , , , , ,0
16914,M,B,45,4,9,0,8,1,2,0,2,1,2,1000,1,M,0,0,3, ,6,4,7,4, ,7,6,9,6,3,.38,62.9,22.1,9.1,34.5,36,1,0,DES3237M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
16915,F,B,47,5,1,0,0,0,0,0,0,1,3,2000,1,F,0,0,5,2,3,2,4,2, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16916,M,W,40,4,0,0,2,0,1,0,1,1,3,1000,1,S,0,0,5,0,2,2,3,2, ,3,4,5,4,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16917,M,W,30,3,0,0,2,0,0,0,0,1,2,2500,1,M,1,1,1, ,4,3,5,3, ,3,4,4,3,2.9,.42,94.7,2.3,.8,40.2,42.3,1,0,CON5008S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
16918,M,W,36,4,0,0,0,0,0,0,0,1,3,3000,1,M,0,1,3, ,0,1,1,1, ,0,1,0,1,4.9,.49,94.8,3.2,.7,43.1,47.5,1,0,ARS2023F5,F,F5,8,1,F,1,ARS2023F5,ARS,F5,F,8,1,PRT5007M1,PRT, , ,1
16919,F,W,34,3,1,6,10,0,1,0,1,1,1, ,1,S,0,0,1, ,4,3,5,3, ,3,4,8,5,3.9,.45,94.7,2.9,.6,44.3,46.6,1,0,LAR2337M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
16920,M,B,28,3,1,0,2,0,1,0,1,1,3,1500,1,M,1,1,5,3,2,2,3,2, ,2,3,5,4,2.6,.52,69.9,18.7,7.8,30.6,32.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16921,M,W,23,2,1,0,0,0,0,0,0,1,2,1500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,2.6,.52,69.9,18.7,7.8,30.6,32.1,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16922,F,W,34,3,9,0,0,0,0,0,0,1,3,2000,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16923,M,B,27,3,0,0,2,0,0,0,0,1,1, ,1,F,1,1,5,0,2,2,3,2, ,1,2,1,2,5.1,.48,45.8,50.8,1.2,37.5,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16924,M,B,47,5,9,2,3,0,2,1,1,1,2,1000,1,M,1,1,3, ,3,2,4,2, ,1,2,5,4,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16925,F,B,31,3,1,0,0,0,0,0,0,1,2,1000,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,4.5,.43,42,50.8,2.4,33.9,38.2,1,0,ASL1315M1,M,M1,0,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
16926,M,B,30,3,1,0,0,0,0,0,0,1,3,1000,1,M,0,0,2, ,0,1,1,1, ,0,1,0,1,4.5,.43,42,50.8,2.4,33.9,38.2,1,0,CON5008S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
16927,M,B,33,3,1,2,1,0,0,0,0,1,3,1000,1,M,1,1,2, ,6,4,7,4, ,1,2,2,2,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16928,M,B,25,2,1,0,4,1,0,0,0,1,3,2500,1,M,1,1,2, ,3,2,4,2, ,2,3,1,2,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16929,F,B,26,3,9,1,0,0,0,0,0,1,1, ,1,F,1,1,3, ,2,2,3,2,2,1,2,1,2,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16930,M,B,34,3,1,4,10,4,0,0,0,1,2,1500,1,S,0,0,1, ,5,3,6,3, ,3,4,7,5,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16931,F,B,32,3,1,0,2,0,0,0,0,1,3,2000,1,S,0,0,5,.328542094455852,5,3,6,3, ,5,5,3,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16932,M,B,35,3,1,1,0,0,0,0,0,1,1, ,1,F,0,0,3, ,2,2,3,2, ,2,3,1,2,6.7,.5,17.9,77.7,1.3,35.5,40.3,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16933,M,B,27,3,0,1,1,0,0,0,0,1,3,3000,1,S,0,0,1, ,7,4,8,4, ,2,3,4,3,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16934,M,B,29,3,0,0,0,0,0,0,0,1,2,1500,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16935,M,W,32,3,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16936,M,B,19,2,1,0,0,0,0,0,0,0,1, ,1,F,1,1,1, ,0,1,1,1, ,0,1,2,2,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16937,F,B,24,2,1,3,2,0,1,0,1,1,2,1500,1,M,1,1,1, ,4,3,5,3, ,1,2,5,4,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16938,F,B,29,3,1,0,0,0,0,0,0,1,3,1000,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.6,.47,63.6,29.6,3.3,36.8,40.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
